,region,council,date_issued,council_ref,location_street,location_suburb,location_area, Location_Postcode ,legal_description,val_number,consent_value,description
69209,Canterbury,Waimate,07-May-19,Wm190084,47 Mill Road,,Waimate,  ,,,5000,install new masport osburn 1600 mkii freestanding log fire
69217,Canterbury,Waimate,10-May-19,Wm190049,195 High Street,,Waimate,  ,,,50000,"internal alterations, new log burner"
69235,Canterbury,Waimate,30-May-19,Wm190120,476 Mt Harris Road,,Waimate,  ,,,7000,install new firenzo contessa rural wood fire - no wetback
69236,Canterbury,Waimate,05-Jun-19,Wm190127,28 Timaru Road,,Waimate,  ,,2523054001,3000,install new yunca xander wood burner
69239,Canterbury,Waimate,12-Jun-19,Wm190136,194 Horsnells Road,,Waimate,  ,,2516234401,5000,install new woodsman tarras mkiii wood burner
69243,Canterbury,Waimate,17-Jun-19,Wm190128,127 Waituna Back Road,,Waimate,  ,,2515030900,7000,install new masport r5000 rural log burner
69246,Canterbury,Waimate,19-Jun-19,Wm190143,169 Queen Street,,Waimate,  ,,2523027200,3000,install new metro wee rad wood burner
69247,Canterbury,Waimate,20-Jun-19,Wm190144,22 Hughes Street,,Waimate,  ,,2522048201,3000,install new masport r3000 log fire
69253,Canterbury,Waimate,27-Jun-19,Wm190138,5 Moorhouse Street,,Waimate,  ,,2523038700,5000,install new metro smart insert ht inbuilt logfire
69254,Canterbury,Waimate,27-Jun-19,Wm190147,302 Morven Beach Road,,Waimate,  ,,2516218600,8000,install new woodsman tarras mkiii rural install log burner
69255,Canterbury,Waimate,28-Jun-19,Wm190155,40 Cashel Street,,Waimate,  ,,2515062000,3300,install new metro mega rad wood burner fire
69257,Canterbury,Waimate,30-Jul-19,Wm190157,8 Mill Road,,Waimate,  ,,,2500,"install new masport wanaka log burner, no wetback connection"
69258,Canterbury,Waimate,30-Jul-19,Wm190176,92 Timaru Road,,Waimate,  ,,,2700,install new woodsman eco nova log burner
69260,Canterbury,Waimate,30-Jul-19,Wm190164,29 Harris Street,,Waimate,  ,,,4000,install new metro smart inbuilt log fire
69261,Canterbury,Waimate,30-Jul-19,Wm190165,73 Mill Road,,Waimate,  ,,,4500,install new maspot r5000 wood burner - no wetback connection
69264,Canterbury,Waimate,30-Jul-19,Wm190160,21A Belt Street,,Waimate,  ,,,5000,install new freestanding ecr novo woodsman log fire
69285,Canterbury,Waimate,14-Aug-19,Wm190182,30 Timaru Road,,Waimate,  ,,,4000,install new woodsman tarras mkiii log fire - no wetback
69286,Canterbury,Waimate,14-Aug-19,Wm190181,7A Hayes Street,,Waimate,  ,,,5000,install new masport mackenzie r10000 f/s log burner - no
69287,Canterbury,Waimate,14-Aug-19,Wm190179,3 Betten Street,,Waimate,  ,,,6000,install new metro smart insert log burner - with wetback
69292,Canterbury,Waimate,19-Aug-19,Wm190186,41 Edinburgh Street,,Waimate,  ,,,4425,install new woodsman flare log burner - no wetback
69298,Canterbury,Waimate,30-Aug-19,Wm190202,1 Edward Street,,Waimate,  ,,,2500,install new wee rad base metrofire wood fire - with wetback
69300,Canterbury,Waimate,02-Sep-19,Wm190195,4 Innes Street,,Waimate,  ,,2523013700,4000,install new eco extreme rad bas metro free-standing log fire
69302,Canterbury,Waimate,10-Sep-19,Wm190209,72 Shearman Street,,Waimate,  ,,2522035400,3500,install new tarras woodsman mkiii wood burner - with wetback
69310,Canterbury,Waimate,19-Sep-19,Wm170144B,41 Parsonage Road,,Waimate,  ,,2523009400,3000,install woodsman tarras mkiii log fire
69319,Canterbury,Waimate,15-Oct-19,Wm190225,52 Timaru Road,,Waimate,  ,,,5000,install new woodsman tarras mkiii logburner - no wetback
69323,Canterbury,Waimate,21-Oct-19,Wm190235,383 Dog Kennel Road,,Waimate,  ,,,5000,install new metro smart inbuilt log fire - no wetback
69324,Canterbury,Waimate,21-Oct-19,Wm190223,32 Bathgates Road,,Waimate,  ,,,5500,install new osburn 1600 log burner - no wetback connection
69327,Canterbury,Waimate,25-Oct-19,Wm190237,2 Queen Street,,Waimate,  ,,,4000,install ecr novo wood fire - no wetback connection
69329,Canterbury,Waimate,29-Oct-19,Wm190205,20 Willowbridge Road,Willowbridge,Waimate,  ,,,5000,install new pyroclassic free standing log fire - with
69342,Canterbury,Waimate,28-Nov-19,Wm190251,Eric Batchelor Place,,Waimate,  ,,,249341,erect a new dwelling with tarras mkiii log fire
69352,Canterbury,Waimate,11-Dec-19,Wm190273,117 High Street,,Waimate,  ,,,2000,install a masport osborn 1600 logburner - no wetback
69357,Canterbury,Waimate,19-Dec-19,Wm190292,33 Manse Street,,Waimate,  ,,,2400,install new woodsman totara inbuilt log fire - no wetback
69358,Canterbury,Waimate,19-Dec-19,Wm190287,69 High Street,,Waimate,  ,,,2500,installation of a masport wanaka freestanding log fire
69359,Canterbury,Waimate,19-Dec-19,Wm190280,23 Princes Street,,Waimate,  ,,,3950,install new woodsman tarras mk3 wood burner - with wetback
69360,Canterbury,Waimate,19-Dec-19,Wm190261,5A Cameron Street,,Waimate,  ,,,4000,install new woodsman totara inbuilt log fire
69362,Canterbury,Waimate,19-Dec-19,Wm190282,1 Augustine Street,,Waimate,  ,,,5000,replace wood fire - woodsman tarras m3 - freestanding - no wetback
69365,Canterbury,Waimate,19-Dec-19,Wm190286,5 Goldsmith Street,,Waimate,  ,,,5000,replace existing metro woodfire with ne jayline wood fire
69366,Canterbury,Waimate,19-Dec-19,Wm190250,14 Massey Street,,Waimate,  ,,,6000,install firenzo bronte freestanding wood fire - no wetback
69612,Waikato,Waipa,04-Feb-19,WpBC/0097/19,44 Puahue Road,RD 5,Te Awamutu, 3875 ,,,4000,install masport r5000l solid fuel heater
69613,Waikato,Waipa,04-Feb-19,WpBC/0731/18,93 McNair Road,,Te Awamutu,  ,,Val 04481/594.00,18000,amending plumbing in existing dwelling and adding an additional wc & solid fuel heater
69646,Waikato,Waipa,26-Feb-19,WpBC/0140/19,1274 Kakaramea Road,RD 2,Ohaupo,  ,,Val 04570/628.02,4000,install new solid fuel heater
69647,Waikato,Waipa,26-Feb-19,WpBC/0134/19,8 Brancaster Place,,Cambridge,  ,,Val 04380/278.33,5000,install new solid fuel heater
69653,Waikato,Waipa,27-Feb-19,WpBC/0157/19,64 Wordsworth Street,Leamington,Cambridge,  ,,Val 04521/868.00,4800,new solid fuel heater
69669,Waikato,Waipa,06-Mar-19,WpBC/0199/19,8 Vennell Street,Leamington,Cambridge, 3432 ,,Val 04521/628.00,5000,solid fuel heater installation
69690,Waikato,Waipa,11-Mar-19,WpBC/0221/19,97 Maungatautari Road,RD 3,Cambridge, 3495 ,,Val 04525/303.04,400,yunca wegj 2000 solid fuel heater
69700,Waikato,Waipa,12-Mar-19,WpBC/0225/19,114 Tennyson Street,Leamington,Cambridge, 3492 ,,Val 04530/673.00,1600,new solid fuel heater
69723,Waikato,Waipa,14-Mar-19,WpBC/0243/19,317B Inglefield Street,RD 6,Te Awamutu, 3876 ,,Val 04605/342.11,5762,new solid fuel heater
69735,Waikato,Waipa,15-Mar-19,WpBC/0193/19,58 Bowen Street,,Cambridge, 3434 ,,Val 04361/087.00,5400,install new masport f3000 solid fuel heater
69741,Waikato,Waipa,18-Mar-19,WpBC/0246/19,24167 Swayne Road,,Cambridge, 3434 ,,Val 04380/385.38,2000,replace existing solid fuel heater
69742,Waikato,Waipa,18-Mar-19,WpBC/0253/19,392 Old School Road,,Ohaupo, 3882 ,,Val 04570/441.00,4956,install a new wood fire - ltd wee rad
69748,Waikato,Waipa,18-Mar-19,WpBC/0251/19,359 Fairview Road,,Te Awamutu, 3800 ,,Val 04482/504.00,55000,new solid fuel heater
69767,Waikato,Waipa,20-Mar-19,WpBC/0267/19,149 Te Mawhai Road,,Te Awamutu, 3875 ,,Val 04611/394.00,4000,new solid fuel heater
69775,Waikato,Waipa,21-Mar-19,WpBC/0277/19,20 Bracken Street,Leamington,Cambridge, 3432 ,,Val 04510/302.02,4048,new solid fuel heater
69776,Waikato,Waipa,21-Mar-19,WpBC/0275/19,423 Luck At Last Road,,Cambridge, 3494 ,,Val 04650/036.00,4457,new solid fuel heater
69794,Waikato,Waipa,25-Mar-19,WpBC/0191/17,334 Collins Road,,Hamilton, 3206 ,,Val 04570/028.03,8561,install solid fuel heater with wetback
69801,Waikato,Waipa,26-Mar-19,WpBC/0291/19,78 Ray Road,RD 5,Te Awamutu, 3875 ,,Val 04611/207.05,3000,install solid fuel heater - kompact ag
69802,Waikato,Waipa,26-Mar-19,WpBC/0172/19,618I Maungatautari Road,RD 2,Cambridge, 3494 ,,Val 04650/003.01I,10000,addition of a new bathroom and solid fuel heater to existing outbuilding
69805,Waikato,Waipa,27-Mar-19,WpBC/0294/19,241 St Leger Road,,Te Awamutu, 3875 ,,Val 04480/039.18,4000,install wood burner - metro xtreme rad base
69836,Waikato,Waipa,04-Apr-19,WpBC/0324/19,48 Wharepapa South Road,RD 7,Te Awamutu, 3877 ,,Val 04652/210.00,2000,install a solid fuel heater - tiny rad woody
69847,Waikato,Waipa,15-Apr-19,WpBC/0374/19,114 Williams Street,,Te Awamutu, 3800 ,,04445/490.08,2000,installation of scandia log fire
69849,Waikato,Waipa,15-Apr-19,WpBC/0376/19,46 Harding Road,RD 7,Te Awamutu, 3877 ,,04652/245.01,296000,"lot 2 - erect new dwelling with woodfire, no garage"
69863,Waikato,Waipa,17-Apr-19,WpBC/0391/19,164 Bank Road,RD 3,Ohaupo, 3883 ,,04475/275.00,5000,install metro ltd smart insert wood fire
69864,Waikato,Waipa,17-Apr-19,WpBC/0393/19,1/291 Goodfellow Street,,Te Awamutu, 3800 ,,04470/522.00A,4000,install new yunca osca wood fire
69865,Waikato,Waipa,18-Apr-19,WpBC/0402/19,114 Ascot Place,,Te Awamutu, 3800 ,,04482/586.00,600,install metro wee rad base solid fuel heater
69868,Waikato,Waipa,18-Apr-19,WpBC/0396/19,69 McNair Road,,Te Awamutu, 3800 ,,04481/595.00,3000,new woodsman brunner mkii solid fuel heater
69871,Waikato,Waipa,23-Apr-19,WpBC/0404/19,257 Maungakawa Road,RD 4,Cambridge, 3496 ,,04370/236.00,5500,install metro  solid fuel heater
69875,Waikato,Waipa,24-Apr-19,WpBC/0406/19,542 Hazelmere Crescent,,Te Awamutu, 3800 ,,04491/307.00,4000,install metro wee rad - leg solid fuel heater
69877,Waikato,Waipa,24-Apr-19,WpBC/0409/19,85 Princess Street,,Te Awamutu, 3800 ,,04470/711.00,3000,install metro tiny rad solid fuel heater - clean air and metro eco flue system
69880,Waikato,Waipa,01-May-19,WpBC/0354/19,93 Tennyson Street,Leamington,Cambridge, 3432 ,,Val 04530/474.00,2000,install a metro tiny ped solid fuel heater
69885,Waikato,Waipa,06-May-19,WpBC/0455/19,4815 Ohaupo Road,RD  3,Ohaupo, 3883 ,,Val 04631/039.00,3000,replace old in built fire box with new kent logfire ii
69890,Waikato,Waipa,07-May-19,WpBC/0462/19,1385 Te Rahu Road,,Te Awamutu, 3800 ,,Val 04481/182.01,3000,install kent benmore solid fuel heater
69891,Waikato,Waipa,07-May-19,WpBC/0414/19,801 Pakura Street,,Te Awamutu, 3800 ,,Val 04470/181.00,5000,install new masport r3000 free standing solid fuel heater
69898,Waikato,Waipa,08-May-19,WpBC/0468/19,93 Williams Street,,Cambridge, 3434 ,,Val 04361/393.00,5500,install warmington si open wood fire
69899,Waikato,Waipa,08-May-19,WpBC/0341/19,1302 Cambridge Road,,Te Awamutu, 3800 ,,Val 04481/548.00,8999,install wetback and solar panel with new hwc to existing masport log fire
69902,Waikato,Waipa,09-May-19,WpBC/0469/19,109 West Road,RD  1,Ohaupo, 3881 ,,Val 04581/466.00,4500,replacement of the wood burner
69907,Waikato,Waipa,13-May-19,WpBC/0475/19,1/81 Norwegian Road,RD 3,Cambridge, 3495 ,,Val 04641/460.13,7235,installation of firenzo contessa ru solid fuel heater
69911,Waikato,Waipa,14-May-19,WpBC/0441/19,4 Acacia Avenue,Kihikihi,Te Awamutu, 3800 ,,Val 04552/756.00,3000,replace old wood fire with a new one
69912,Waikato,Waipa,14-May-19,WpBC/0483/19,8 Molly Lane,RD 1,Te Awamutu, 3879 ,,Val 04495/200.00,5000,install wanaka heartland free standing wood fire
69927,Waikato,Waipa,17-May-19,WpBC/0448/19,191 Kaipaki Road,RD 1,Ohaupo, 3881 ,,Val 04581/554.01,3500,install fisher hanmer free standing wood fire
69928,Waikato,Waipa,17-May-19,WpBC/0428/19,280 Fencourt Road,,Cambridge, 3434 ,,Val 04445/298.00,5000,install masport heartland wood fire
69938,Waikato,Waipa,21-May-19,WpBC/0421/19,1248 Alexandra Street,,Te Awamutu, 3800 ,,Val 04471/111.00,3000,replace existing woodburner with new woodsman bruner mk ii model and new flue
69945,Waikato,Waipa,23-May-19,WpBC/0518/19,5 Hunter Lane,,Cambridge, 3493 ,,Val 04380/195.00,8000,replace existing gas fire in living room with warmington open wood burner
69957,Waikato,Waipa,31-May-19,WpBC/0543/19,109 Burns Street,Leamington,Cambridge, 3432 ,,Val 04510/523.00,4000,replace existing free standing wood fire with metro eco tiny ped
69958,Waikato,Waipa,04-Jun-19,WpBC/0458/19,20 Angus Road,RD 1,Ohaupo, 3881 ,,Val 04581/635.02,4500,install woodsman mark 111 solid fuel heater
69967,Waikato,Waipa,05-Jun-19,WpBC/0509/19,8 Lyon Street,Kihikihi,Te Awamutu, 3800 ,,Val 04552/003.00,5000,install metro trend insert solid fuel heater and metro eco insert flue kit.
69968,Waikato,Waipa,05-Jun-19,WpBC/0576/19,23377 McFall Road,RD 3,Ohaupo, 3883 ,,Val 04475/225.01,9000,new solid fuel heater
69973,Waikato,Waipa,06-Jun-19,WpBC/0516/19,53 Wood Road,RD 10,Hamilton, 3290 ,,Val 04570/303.00,4500,install kent tile rural freestanding woodburner
69978,Waikato,Waipa,10-Jun-19,WpBC/0537/19,290 Hazelmere Crescent,,Te Awamutu, 3800 ,,Val 04491/322.00,4000,install a metro wee rad leg solid fuel heater
69979,Waikato,Waipa,10-Jun-19,WpBC/0470/19,4 Kipling Street,Leamington,Cambridge, 3432 ,,Val 04530/717.00,5000,install new wood burner fire in a different position
69980,Waikato,Waipa,10-Jun-19,WpBC/0529/19,2/1295 Kakaramea Road,RD 2,Ohaupo, 3882 ,,Val 04570/371.04,5300,install yunca monte ped solid fuel heater
69981,Waikato,Waipa,10-Jun-19,WpBC/0550/19,172 West Road,RD 1,Ohaupo, 3881 ,,Val 04581/437.00,8000,install new pyroclassic iv freestanding wood burner with wetback
69985,Waikato,Waipa,11-Jun-19,WpBC/0530/19,93 Marychurch Road,RD 1,Cambridge, 3493 ,,Val 04445/040.00,3000,new solid fuel heater
70005,Waikato,Waipa,14-Jun-19,WpBC/0566/19,16 Clare Street,,Cambridge, 3434 ,,Val 04351/366.00,7900,new solid fuel heater
70008,Waikato,Waipa,17-Jun-19,WpBC/0595/19,502 Hazelmere Crescent,,Te Awamutu, 3800 ,,Val 04491/309.00,5000,new solid fuel heater
70010,Waikato,Waipa,17-Jun-19,WpBC/0603/19,122 Parawera Road,RD 1,Te Awamutu, 3879 ,,Val 04651/220.01,6000,new solid fuel heater
70018,Waikato,Waipa,19-Jun-19,WpBC/0525/19,19 Riverside Lane,RD 2,Cambridge, 3494 ,,Val 04520/081.12,9000,install ravelli camino pellet wood fire.
70023,Waikato,Waipa,20-Jun-19,WpBC/0289/19,618A Maungatautari Road,RD 2,Cambridge, 3494 ,,Val 04650/003.01A,78000,addition of a 32m2 outdoor room including a wood fire
70038,Waikato,Waipa,25-Jun-19,WpBC/0578/19,46 Glasson Road,RD 1,Te Awamutu, 3879 ,,Val 04631/291.05,5500,"replace existing wood fire with metro extreme rad fire place. new hearth, flue and soaker flashing on roof."
70052,Waikato,Waipa,01-Jul-19,WpBC/0631/19,130 Aotearoa Road,RD 7,Te Awamutu, 3877 ,,Val 04652/235.01,5000,new solid fuel heater
70054,Waikato,Waipa,01-Jul-19,WpBC/0644/19,33 Mellow Road,RD 1,Ohaupo, 3881 ,,Val 04581/655.15,5000,install masport solid fuel heater
70055,Waikato,Waipa,01-Jul-19,WpBC/0638/19,120 Tui Crescent,,Te Awamutu, 3800 ,,Val 04482/033.00,5000,remove existing fire and install new xtreme rad woody solid fuel heater in new position
70068,Waikato,Waipa,03-Jul-19,WpBC/0626/19,279 Mandeno Street,,Te Awamutu, 3800 ,,Val 04491/209.04,3500,install a new freestanding wood burner
70083,Waikato,Waipa,08-Jul-19,WpBC/0668/19,21 Vogel Street,,Cambridge, 3434 ,,Val 04351/566.00,4866,install masport i2000 inbuilt solid fuel heater
70105,Waikato,Waipa,10-Jul-19,WpBC/0674/19,263 Stokes Road,RD 2,Cambridge, 3494 ,,Val 04650/120.00,4250,new solid fuel heater
70123,Waikato,Waipa,15-Jul-19,WpBC/0686/19,261 Waite Road,RD 5,Hamilton, 3285 ,,Val 04560/499.01,2188,install jayline fr300w clean air solid fuel heater
70135,Waikato,Waipa,16-Jul-19,WpBC/0580/19,2/193 Gorton Road,RD 2,Cambridge, 3494 ,,Val 04660/223.09,15000,new wood burner fire & new timber framed chimney to existing dwelling
70142,Waikato,Waipa,17-Jul-19,WpBC/0701/19,556 Ngahinapouri Road,RD 2,Ohaupo, 3882 ,,Val 04601/138.00,5392,new solid fuel heater
70148,Waikato,Waipa,18-Jul-19,WpBC/0666/19,535 Fencourt Road,,Cambridge, 3434 ,,Val 04445/416.02,6000,install metro mega rad solid fuel heater
70157,Waikato,Waipa,19-Jul-19,WpBC/0729/19,187 Pokuru Factory Road,RD 5,Te Awamutu, 3875 ,,,6362,installation of firenzo kompact ag solid fuel heater to manufacturers specifications
70166,Waikato,Waipa,22-Jul-19,WpBC/0693/19,6 Flume Road,RD 1,Cambridge, 3496 ,,Val 04445/418.01,3000,install trend insert solid fuel heater
70173,Waikato,Waipa,23-Jul-19,WpBC/0741/19,33 Berkers Road,RD 10,Hamilton, 3290 ,,Val 04570/178.00,2000,new solid fuel heater
70175,Waikato,Waipa,23-Jul-19,WpBC/0664/19,1373 Arapuni Road,RD 2,Te Awamutu, 3872 ,,Val 04652/024.01,5500,install woodsman tarras mkiii solid fuel heater
70183,Waikato,Waipa,24-Jul-19,WpBC/0691/19,3/542 Maungatautari Road,RD 2,Cambridge, 3494 ,,Val 04650/001.07,5000,new salamander hobbit wood burner multi-fuel stove/fire
70194,Waikato,Waipa,25-Jul-19,WpBC/0710/19,418 McGregor Road,RD 2,Ohaupo, 3882 ,,Val 04601/151.00,3000,replace existing solid fuel heater with woodsman tarrus mkiii solid fuel heater
70195,Waikato,Waipa,25-Jul-19,WpBC/0753/19,149 Te Mawhai Road,RD 5,Te Awamutu, 3875 ,,Val 04611/394.00,4000,install inbuilt wood fire into existing chimmey
70196,Waikato,Waipa,25-Jul-19,WpBC/0647/19,137 Old School Road,RD 10,Hamilton, 3290 ,,Val 04570/418.00,5000,install a masport r3000 ash solid fuel heater
70209,Waikato,Waipa,29-Jul-19,WpBC/0766/19,81 Maungakawa Road,RD 4,Cambridge, 3496 ,,Val 04380/329.22,8000,new woodburner
70223,Waikato,Waipa,31-Jul-19,WpBC/0775/19,58 Herbert Street,Kihikihi,Te Awamutu, 3800 ,,Val 04552/349.05,8600,new woodburner
70244,Waikato,Waipa,08-Aug-19,WpBC/0794/19,1 Everest Lane,,Cambridge, 3434 ,,Val 04351/053.02,2000,install metro tiny rad solid fuel heater
70245,Waikato,Waipa,08-Aug-19,WpBC/0802/19,2/143 Tirau Road,RD 4,Cambridge, 3496 ,,Val 04520/064.02,7000,install a firenzo athena flush solid fuel wood burner.
70255,Waikato,Waipa,12-Aug-19,WpBC/0813/19,281 Athlone Drive,,Cambridge, 3434 ,,Val 04380/345.09,1907,installing a jayline is550 insert wood fire
70274,Waikato,Waipa,15-Aug-19,WpBC/0830/19,72 Fletcher Road,RD 10,Hamilton, 3290 ,,Val 04570/213.01,8400,new solid fuel heater
70291,Waikato,Waipa,20-Aug-19,WpBC/0846/19,290 Shakespeare Street,Leamington,Cambridge, 3432 ,,Val 04530/727.00,3000,remove existing coal burner and replace with new free standing masport wood burner
70292,Waikato,Waipa,20-Aug-19,WpBC/0852/19,17 Golf Road,,Te Awamutu, 3800 ,,Val 04551/083.00,6000,"remove existing wood fire and plaster cavity, supply and install the metro eco insert fire box with trend fascia, metro eco insert flue kit"
70298,Waikato,Waipa,20-Aug-19,WpBC/0848/19,380 Thorncombe Road,,Te Awamutu, 3800 ,Lot 16,Val 04495/147.16,540000,new dwelling with attached garage and install masport le4000 solid fuel heater
70299,Waikato,Waipa,21-Aug-19,WpBC/0853/19,301 Old School Road,RD 2,Ohaupo, 3882 ,,Val 04570/414.00,7600,installation of woodsman tarras mklll solid fuel heater and wetback
70306,Waikato,Waipa,23-Aug-19,WpBC/0863/19,51C Byron Street,Leamington,Cambridge, 3432 ,,Val 04510/258.00C,3000,new solid fuel heater
70352,Waikato,Waipa,06-Sep-19,WpBC/0927/19,806 Maungatautari Road,,Cambridge, 3494 ,,04650/012.00,4050,install a metro smart insert clean air wood fire.
70428,Waikato,Waipa,11-Oct-19,WpBC/0998/19,1 Brock Place,,Cambridge, 3434 ,,Val 04351/687.00,7200,installation of firenzo contessa solid fuel heater- legs on a steel floor protector
70451,Waikato,Waipa,16-Oct-19,WpBC/0979/19,41 Robinson Street,,Cambridge, 3434 ,,Val 04361/844.00,7000,installation of firenzo contessa solid fuel heater
70489,Waikato,Waipa,24-Oct-19,WpBC/0988/19,26 French Pass Road,RD 4,Cambridge, 3496 ,,Val 04380/341.02,5000,new solid fuel heater
70557,Waikato,Waipa,21-Nov-19,WpBC/1135/19,399 Parklands Road,RD 1,Te Awamutu, 3879 ,,04631/362.10,4000,replace existing solid fuel heater with new firenzo contessa
70559,Waikato,Waipa,25-Nov-19,WpBC/1152/19,264 Reid Road,RD 2,Ohaupo, 3882 ,,04570/469.02,8000,new solid fuel heater
70588,Waikato,Waipa,03-Dec-19,WpBC/1212/19,3 Princes Street,,Cambridge, 3434 ,,Val 04361/521.00,2116,install smart insert ve solid fuel heater to manufacturers specifications
70607,Waikato,Waipa,06-Dec-19,WpBC/1242/19,52 Johnson Road,RD 6,Te Awamutu, 3876 ,,Val 04611/105.01,6257,new solid fuel heater
70643,Waikato,Waipa,17-Dec-19,WpBC/1332/19,360A Limeworks Loop Road,RD 5,Hamilton, 3285 ,,Val 04560/310.03,2000,install jayline fr300 solid fuel heater
70724,Hawkes Bay,Wairoa,30-Jan-19,WrBC180093,1621 Lake Road,Frasertown,Wairoa, 4108 ,Lot 1 Dp 9710,876016602,4000,install solid fuel heater
70760,Hawkes Bay,Wairoa,14-May-19,WrBC190056,352 Marine Parade,,Wairoa, 4108 ,,887005400,3000,replacement woodburner
70763,Hawkes Bay,Wairoa,17-May-19,WrBC190050,1226 Mangapoike Road,,Frasertown, 4196 ,,874005901,7500,install new woodburner
70767,Hawkes Bay,Wairoa,24-May-19,WrBC190051,331 Kokohu Road,Nuhaka,Wairoa, 4198 ,,872013300,3700,replacement woodburner
70776,Hawkes Bay,Wairoa,08-Jul-19,WrBC190067,30 Chamberlain Avenue,,Wairoa,  ,Lot 26 Dp 12210,888039700,6800,install masport woodburner
70779,Hawkes Bay,Wairoa,15-Jul-19,WrBC190057,330 Mahanga Road,Nuhaka,Mahia, 4198 ,,870003500,3000,installation of freestanding metrofires tiny ped wood fire
70783,Hawkes Bay,Wairoa,08-Aug-19,WrBC190087,2 Marine Parade,,Wairoa, 4108 ,,887052700,5000,installation of freestanding log burner
70793,Hawkes Bay,Wairoa,18-Sep-19,WrBC190104,112 Lucknow Street,,Wairoa, 4108 ,Lot 2 Dp 8129,887040300,4500,install a solid fuel heater
70801,Hawkes Bay,Wairoa,04-Oct-19,WrBC190111,6 Robert Shortt Street,,Wairoa,  ,Lot 29 Dp 13583,888005200,7000,"replacement of existing chippie woodburner with firenzo contessa ag10 wetback model on leg base and ash hearth 1200mm wide x 1180mm deep, to be installed as per manuactuirers instructions, and where applicable, as/nzs 2918:2001"
70802,Hawkes Bay,Wairoa,14-Oct-19,WrBC190115,13 Epanaia Street,,Wairoa,  ,Nuhaka 2C2W21 Blk Viii Nuhaka S D,872053700,5961,supply and install metro wee rad wood fire
70816,Hawkes Bay,Wairoa,04-Dec-19,WrBC190138,148 Apatu Street,,Wairoa,  ,SEC 708 SO 9437,888068200,5500,"replacement of existing kent insert woodburner with a clean air approved firenzo kompact forte, to be installed as per manufacturers instructions, and where applicabkle, as/nzs2918:2001"
70837,Canterbury,Waitaki,11-Apr-19,Wi101.2019.00006022.001,633 Fortification Road,,Cormacks-Kakanui, 9495 ,Lot: 1 DP: 1469,26140/39900,8000,installation of 2 x metro r1 free-standing woodburners
70901,Canterbury,Waitaki,15-Jan-19,W101.2019.00004883.001,11 Arrow Crescent,,Holmes Hill, 9401 ,Sec: 74 Blk: IV SD: Oamaru,,5000,installation of a metro smart insert woodburner
70904,Canterbury,Waitaki,16-Jan-19,W101.2018.00004798.001,27 Spiers Street,,Kakanui, 9495 ,Lot: 1 DP: 347877,,334000,new relocated 3 bedroom dwelling with woodsman flare woodburner
70905,Canterbury,Waitaki,17-Jan-19,W101.2019.00004884.001,31 Otepopo Street,,Herbert, 9495 ,Sec: 12 Blk: IV Twn: Herbert,,4000,installation of a masport i5000 insert woodburner
70908,Canterbury,Waitaki,18-Jan-19,W101.2019.00004886.001,138 Perth Street,,Oamaru, 9401 ,Lot: 2 DP: 24617,,5000,installation of a free-standing masport akaroa woodburner and flue
70918,Canterbury,Waitaki,01-Feb-19,Wi101.2019.00004905.001,9 Caen Street,,Oamaru North, 9400 ,Lot: 2 DP: 12239,,4000,installation of a free-standing masport r5000l woodburner connected
70919,Canterbury,Waitaki,01-Feb-19,Wi101.2019.00004904.001,36 Frome Street,,Oamaru North, 9400 ,Lot: 9 DP: 8353,,4000,installation of a masport bannockburn 12000 dry insert woodburner
70926,Canterbury,Waitaki,05-Feb-19,Wi101.2019.00004910.001,152 Eden Street,,Oamaru, 9400 ,Lot: 2 DP: 10270,,5000,installation of a metrofire smart inbuilt woodburner
70929,Canterbury,Waitaki,07-Feb-19,Wi101.2019.00004911.001,25 Kakanui Road,,Kakanui, 9495 ,Lot: 2 DP: 11649,,500,move existing yunca wegj 2000 free-standing woodburner to new
70931,Canterbury,Waitaki,11-Feb-19,Wi101.2019.00004917.001,7 Whitestone Crescent,,Weston, 9401 ,Lot: 17 DP: 12035,,5000,installation of a free-standing masport wanaka heartland woodburner
70936,Canterbury,Waitaki,15-Feb-19,Wi101.2019.00004926.001,19A Rother Street,,Oamaru, 9400 ,Lot: 4 DP: 6765,,3500,installation of a free-standing bosca firepoint 360 woodburner
70942,Canterbury,Waitaki,20-Feb-19,Wi101.2014.00002069.002,77B Ohau Drive,,Ohau, 9412 ,Lot: 126 DP: 27851,,100,"amendment to remove log burner and replace with heat pump, tiled"
70948,Canterbury,Waitaki,25-Feb-19,Wi101.2019.00004937.001,2 Lindis Crescent,,Otematata, 9412 ,Sec: 10 SO: 16993,,2500,installation of a free-standing woodsman tarras mk iii woodburner
70949,Canterbury,Waitaki,25-Feb-19,Wi101.2019.00004939.001,6 Woolshed Road,,Reidston, 9492 ,Lot: 1 DP: 27125,,5000,installation of a free-standing fisher hanmer woodburner and flue
70950,Canterbury,Waitaki,25-Feb-19,Wi101.2019.00004940.001,4 Brent Street,,South Hill, 9400 ,Lot: 5 DP: 15880,,5000,installation of a metrofire smart insert woodburner
70953,Canterbury,Waitaki,26-Feb-19,Wi101.2019.00004944.001,129 Reservoir Road,,Oamaru, 9400 ,Lot: 6 DP: 21592,,5000,installation of a free-standing jayline fr300 woodburner and flue
