,region,council,date_issued,council_ref,location_all,location_street,location_suburb,location_area,legal_description, consent_value ,description
75205,Christchurch,Timaru,4-Nov-16,00001136  2016,26 Marchwiel Street Timaru 7910  Timaru,26 Marchwiel Street,Timaru 7910,,Lot: 11 DP: 15637,"$2,500.00 ",install masport bannockburn i2000 inbuilt woodburner
75210,Christchurch,Waimakariri,4-Nov-16,BC161358,7 Thomas Lane Rangiora  Waimakariri,7 Thomas Lane,Rangiora,,LOT 11 DP 374145,"$3,000.00 ",tropicair duo freestanding log burner
75211,Christchurch,Waimakariri,4-Nov-16,BC161371,1022 Wolffs Road Horrellville  Waimakariri,1022 Wolffs Road,Horrellville,,LOTS 10 & PTS 3 & 7 D P 8172 BLKS IX X MAIRAKI SD -11 ACS ER ODED NOT VALUED,"$3,000.00 ",metro ltd xtreme rad freestanding log burner
75228,Otago,Clutha,7-Nov-16,BLD-2016-16773,390 Waitahuna Gully Road Waitahuna  Clutha,390 Waitahuna Gully Road,Waitahuna,,2860514300,"$5,000.00 ",install solid fuel heater - masport le4000 - inbuilt woodburner
75229,Otago,Clutha,7-Nov-16,BLD-2016-16774,53 Bushyhill Street Tapanui  Clutha,53 Bushyhill Street,Tapanui,,2857018800,"$3,000.00 ",install solid fuel heater - metro wee rad - f/s woodburner on wetback
75230,Otago,Dunedin,7-Nov-16,ABA-2016-1952,29 Riccarton Road East Mosgiel   Dunedin,29 Riccarton Road East Mosgiel,,,28010-74703,"$450,000.00 ","erect dwelling with attached garage, install bosca ltd 380 woodburner"
75240,Otago,Dunedin,7-Nov-16,ABA-2016-2155,77 Shetland Street Dunedin   Dunedin,77 Shetland Street Dunedin,,,26950-34600,"$7,000.00 ",install masport r5000 woodburner into dwelling
75266,Christchurch,Christchurch,7-Nov-16,BCN/2016/8843,66 Gardiners Road Bishopdale  Christchurch,66 Gardiners Road,Bishopdale,,Lot 274 DP 24510,"$5,000.00 ",alteration to dwelling - installation of kent rata dry insert woodburner - cac142831
75267,Christchurch,Christchurch,7-Nov-16,BCN/2016/9224,56 Tomrich Street Aranui  Christchurch,56 Tomrich Street,Aranui,,Lot 4 DP 26127,"$4,000.00 ","alterations to dwelling - installation of woodsman totara, insert, dry, woodburner, cac110220"
75275,Christchurch,Kaikoura,7-Nov-16,6205,12 Swyncombe Place   Kaikoura,12 Swyncombe Place,,,,"$322,000.00 ",4 bed dwelling with attached garage & log fire
75276,Christchurch,Kaikoura,7-Nov-16,6197,192 Bay Paddock Road   Kaikoura,192 Bay Paddock Road,,,,"$170,000.00 ",guest house with wood fire.
75278,Christchurch,Timaru,7-Nov-16,00000861  2016,191 Te Moana Road RD 21 Geraldine 7991  Timaru,191 Te Moana Road,RD 21 Geraldine 7991,,LOT: 1 DP: 416496,"$450,000.00 ",erect dwelling & install metro mega rad freestanding woodburner/ wastewater treatment system
75280,Christchurch,Timaru,7-Nov-16,00001137  2016,46 Studholme Street Temuka 7920  Timaru,46 Studholme Street,Temuka 7920,,Sec: 128 Su: AROWHENUA                TN,"$2,500.00 ",install woodsman totara inbuilt woodburner
75281,Christchurch,Timaru,7-Nov-16,00001127  2016,17 Cain Street Timaru 7910  Timaru,17 Cain Street,Timaru 7910,,LOT: 18 DP: 2666,"$2,500.00 ",install masport bannockburn i2000 inbuilt woodburner
75282,Christchurch,Timaru,7-Nov-16,00001139  2016,39 Wilson Street Timaru 7910  Timaru,39 Wilson Street,Timaru 7910,,Lot: 1 DP: 71535,"$2,500.00 ",install firenzo athena bay ag inbuilt woodburner
75283,Christchurch,Timaru,7-Nov-16,00001138  2016,32 Murchison Drive Timaru 7910  Timaru,32 Murchison Drive,Timaru 7910,,Lot: 27 DP: 36777,"$2,500.00 ",install woodsman novo ecr freestanding woodburner
75285,Christchurch,Waimakariri,7-Nov-16,BC161379,125 Forestry Road Ashley  Waimakariri,125 Forestry Road,Ashley,,LOT 1 DP 81197 BLK II & III RANGIORA SD,"$3,000.00 ",tropicair kowhai mkiii free standing log burner
75303,Otago,Dunedin,8-Nov-16,ABA-2016-2138,9 Mount Street Waikouaiti   Dunedin,9 Mount Street Waikouaiti,,,26620-61700,"$5,500.00 ",install woodsman flare woodburner into dwelling
75304,Otago,Dunedin,8-Nov-16,ABA-2016-2154,4 Shirley Place Dunedin   Dunedin,4 Shirley Place Dunedin,,,27080-15307,"$5,000.00 ",install masport i2000 inbuilt woodburner into dwelling
75305,Otago,Dunedin,8-Nov-16,ABA-2016-2144,7 Friendship Drive Waldronville   Dunedin,7 Friendship Drive Waldronville,,,27861-07544,"$4,500.00 ",install yunca wegj 2000 woodburner into dwelling
75306,Otago,Dunedin,8-Nov-16,ABA-2016-2166,23 Pencarrow Street Dunedin   Dunedin,23 Pencarrow Street Dunedin,,,27360-22000,"$4,000.00 ",install metro wee ped woodburner into dwelling
75307,Christchurch,Ashburton,8-Nov-16,BC0861-16,45 Leeston Street Ashburton   Ashburton,45 Leeston Street Ashburton,,,,"$5,000.00 ",install a f/s masport hestia 2 logfire.
75309,Christchurch,Ashburton,8-Nov-16,BC0855-16,61 Eton Street Ashburton District   Ashburton,61 Eton Street Ashburton District,,,,"$4,300.00 ",install a f/s masport r5000p logfire.
75310,Christchurch,Ashburton,8-Nov-16,BC0862-16,15 Falcon Drive Ashburton   Ashburton,15 Falcon Drive Ashburton,,,,"$4,000.00 ",install a f/s masport r5000 logfire
75311,Christchurch,Ashburton,8-Nov-16,BC0859-16,82 Bridge Street Ashburton   Ashburton,82 Bridge Street Ashburton,,,,"$4,000.00 ",install a f/s 2nd hand firenzo viking logfire on wetback
75313,Christchurch,Ashburton,8-Nov-16,BC0865-16,19 Chelsea Lane Ashburton District   Ashburton,19 Chelsea Lane Ashburton District,,,,"$3,000.00 ",install a f/s masport f3000 logfire
75332,Christchurch,Christchurch,8-Nov-16,BCN/2016/9351,34 Harry Ell Drive Cashmere  Christchurch,34 Harry Ell Drive,Cashmere,,Lot 24 DP 64687,"$8,900.00 ","alteration to dwelling - installation of tropicair duo uleb, freestanding, dry, woodburner cac164316"
75333,Christchurch,Christchurch,8-Nov-16,BCN/2016/9292,9 Governors Bay Road Lyttelton  Christchurch,9 Governors Bay Road,Lyttelton,,Lot 2 DP 24151,"$4,500.00 ",alterations to dwelling - installation of masport r5000p freestanding dry woodburner cac 131295
75334,Christchurch,Christchurch,8-Nov-16,BCN/2016/9290,34 Normandy Street Bishopdale  Christchurch,34 Normandy Street,Bishopdale,,Lot 512 DP 22118,"$4,500.00 ",alteration to dwelling - installation of woodsman - novo - freestanding - dry - woodburner - cac153733
75335,Christchurch,Christchurch,8-Nov-16,BCN/2016/8921,31 Sullivan Avenue Woolston  Christchurch,31 Sullivan Avenue,Woolston,,Pt Lot 14 DP 2116,"$2,200.00 ","alteration to dwelling - installation of woodsman ecr novo, freestanding dry woodburner cac153733"
75351,Christchurch,Timaru,8-Nov-16,00001144  2016,224 Wai-iti Road Timaru 7910  Timaru,224 Wai-iti Road,Timaru 7910,,LOT: 1 DP: 24472,"$2,500.00 ",install woodsman totara inbuilt woodburner
75352,Christchurch,Timaru,8-Nov-16,00001146  2016,12 Mowbray Street Timaru 7910  Timaru,12 Mowbray Street,Timaru 7910,,Lot: 1 DP: 13588,"$2,500.00 ",install metro eco smart inbuilt woodburner
75359,Christchurch,Waimakariri,8-Nov-16,BC161410,58 Ashgrove Street Rangiora  Waimakariri,58 Ashgrove Street,Rangiora,,LOT 3 D P 23419,"$3,000.00 ",masport freestanding log burner
75365,Christchurch,Waitaki,8-Nov-16,101.2016.00003577.001,30 Stour Street Oamaru                              9400  Waitaki,30 Stour Street,Oamaru                              9400,,Sec: 17 Blk: XC Twn: Oamaru,"$5,000.00 ",installation of a masport 15000 in-built woodburner
75377,Southland,Southland,9-Nov-16,BLD-2016-51224-1,302 Kapuka North Road Oteramika  Southland,302 Kapuka North Road,Oteramika,,,"$5,000.00 ",install fisher hanmer free standing wood fire
75381,Otago,Clutha,9-Nov-16,BLD-2016-16769,493 Awamangu Road Hillend  Clutha,493 Awamangu Road,Hillend,,2804013100,"$9,500.00 ",remove hot water cupboard - cupboard - fireplace - install beam - install solid fuel heater - masport kronos - f/s multifuel - install gas hot water system
75389,Otago,Dunedin,9-Nov-16,ABA-2016-2146,14 McLelland Street Macandrew Bay   Dunedin,14 McLelland Street Macandrew Bay,,,27550-09100,"$4,400.00 ",install yunca monte euro woodburner into dwelling
75390,Christchurch,Ashburton,9-Nov-16,BC0707-16,273 Wilkins Road Ashburton District   Ashburton,273 Wilkins Road Ashburton District,,,,"$400,000.00 ",new 3 bedroom log home with freestanding log burner
75392,Christchurch,Ashburton,9-Nov-16,BC0871-16,501 Mitcham Road Ashburton   Ashburton,501 Mitcham Road Ashburton,,,,"$5,000.00 ",install a f/s woodsman tarras mk iii logfire.
75393,Christchurch,Ashburton,9-Nov-16,BC0879-16,74 Allens Road Ashburton   Ashburton,74 Allens Road Ashburton,,,,"$4,000.00 ",install a f/s masport r5000 logfire on existing wetback.
75401,Christchurch,Christchurch,9-Nov-16,BCN/2016/9497,3 Bramwell Street Dallington  Christchurch,3 Bramwell Street,Dallington,,Lot 16 DP 18305,"$5,000.00 ",alteration to dwelling - installation of woodsman totara – insert dry woodburner cac110220
75402,Christchurch,Christchurch,9-Nov-16,BCN/2016/9504,12 Doreen Street Aranui  Christchurch,12 Doreen Street,Aranui,,Lot 38 DP 18401,"$5,000.00 ","alteration to dwelling - installation of a woodsman totara, insert dry woodburner cac110220"
75403,Christchurch,Christchurch,9-Nov-16,BCN/2016/9507,22 Bateman Avenue Bryndwr  Christchurch,22 Bateman Avenue,Bryndwr,,Lot 95 DP 15128,"$5,000.00 ","alteration to dwelling - installation of a woodsman totara, insert dry woodburner cac110220"
75404,Christchurch,Christchurch,9-Nov-16,BCN/2016/9505,16 Mattingley Street Aranui  Christchurch,16 Mattingley Street,Aranui,,Lot 941 DP 23893,"$5,000.00 ","alteration to dwelling - installation of a woodsman totara, insert dry woodburner cac110220"
75405,Christchurch,Christchurch,9-Nov-16,BCN/2016/9510,6 Bayswater Crescent Bromley  Christchurch,6 Bayswater Crescent,Bromley,,Lot 158 DP 33291,"$5,000.00 ","alteration to dwelling - installation of a woodsman, ecr novo, freestanding dry woodburner, cac153733"
75407,Christchurch,Christchurch,9-Nov-16,BCN/2016/9316,59C Bowenvale Avenue Cashmere  Christchurch,59C Bowenvale Avenue,Cashmere,,Lot 1 DP 72300,"$5,000.00 ","alteration to dwelling - installation of masport r5000p, freestanding dry woodburner cac131295"
75408,Christchurch,Christchurch,9-Nov-16,BCN/2016/9496,9 McBratneys Road Dallington  Christchurch,9 McBratneys Road,Dallington,,Lot 2 DP 18305,"$5,000.00 ","alteration to dwelling - installation of a woodsman totara, insert dry woodburner cac110220"
75418,Christchurch,Timaru,9-Nov-16,00001141  2016,1088 Rolling Ridges Road RD 5 Timaru 7975  Timaru,1088 Rolling Ridges Road,RD 5 Timaru 7975,,Lot: 3 DP: 77634,"$2,500.00 ",install masport mackenzie r10000 freestanding woodburner
75419,Christchurch,Waimakariri,9-Nov-16,BC161303,42 Garterys Road Springbank  Waimakariri,42 Garterys Road,Springbank,,LOT 8 DP 3396 LOT 1 DP 28412 LOT 2 DP 453032,"$242,000.00 ",dwelling with log burner. carport and septic tank
75452,Christchurch,Christchurch,10-Nov-16,BCN/2016/8995,11 O'Rourke Place Styx  Christchurch,11 O'Rourke Place,Styx,,Lot 16 DP 493742,"$453,000.00 ","construction of dwelling with attached garage and installation of woodsman aspen freestanding dry woodburner, cac 11306"
75461,Christchurch,Christchurch,10-Nov-16,BCN/2016/9259,76 Burwood Road Burwood  Christchurch,76 Burwood Road,Burwood,,Lot 1 DP 16272,"$5,630.00 ","alteration to dwelling - installation of masport r5000p, freestanding, wetback woodburner, cac131556"
75462,Christchurch,Christchurch,10-Nov-16,BCN/2016/9498,6 Ventnor Crescent Aranui  Christchurch,6 Ventnor Crescent,Aranui,,Lot 1002 DP 23893,"$5,000.00 ","alteration to dwelling - installation of a woodsman totara, insert dry woodburner cac110220"
75463,Christchurch,Christchurch,10-Nov-16,BCN/2016/9506,70 Carisbrooke Street Aranui  Christchurch,70 Carisbrooke Street,Aranui,,Lot 880 DP 24219,"$5,000.00 ","alteration to dwelling - installation of a woodsman totara, insert dry woodburner cac110220"
75464,Christchurch,Christchurch,10-Nov-16,BCN/2016/9235,39 Soleares Avenue Mccormacks Bay  Christchurch,39 Soleares Avenue,Mccormacks Bay,,Lot 13 DP 23498,"$5,000.00 ","alteration to dwelling - installation of woodsman, brunner, mk2, freestanding, dry, woodburner - cac 142896"
75465,Christchurch,Christchurch,10-Nov-16,BCN/2016/9353,15A Woodgrove Avenue North New Brighton  Christchurch,15A Woodgrove Avenue,North New Brighton,,Lot 2 DP 47214,"$4,300.00 ","alteration to dwelling - installation of tropicair rimu mkiii, freestanding, dry, woodburner - cac 090721"
75474,Christchurch,Timaru,10-Nov-16,00001109  2016,214 Talbot Street Geraldine 7930  Timaru,214 Talbot Street,Geraldine 7930,,Lot: 1 DP: 424369,"$95,000.00 ",dwelling alteration (repair fire damage) & install metro eco smartinbuilt woodburner
75478,Christchurch,Timaru,10-Nov-16,00001140  2016,8 Frederick Street Pleasant Point 7903  Timaru,8 Frederick Street,Pleasant Point 7903,,Lot: 11 DP: 30388,"$5,000.00 ",dwelling alterations & relocate metro wee rad freestanding woodburner
75479,Christchurch,Timaru,10-Nov-16,00001169  2016,23 St George Street Timaru 7910  Timaru,23 St George Street,Timaru 7910,,Lot: 1 DP: 19626,"$2,500.00 ",install woodsman tarras dry mkiii freestanding woodburner
75480,Christchurch,Timaru,10-Nov-16,00001159  2016,36 Wai-iti Road Timaru 7910  Timaru,36 Wai-iti Road,Timaru 7910,,PLT: 58 DP: 509,"$2,500.00 ",install firenzo contessa ag10 freestanding woodburner
75481,Christchurch,Timaru,10-Nov-16,00001072  2016,22 Harper Street Timaru 7910  Timaru,22 Harper Street,Timaru 7910,,PLT: 19 DP: 2666,"$2,500.00 ",install masport wanaka freestanding woodburner
75482,Christchurch,Timaru,10-Nov-16,00001171  2016,15 Collins Street Timaru 7910  Timaru,15 Collins Street,Timaru 7910,,LOT: 21 DP: 2809,"$2,500.00 ",install metro wee rad woody freestanding woodburner
75508,Otago,Clutha,11-Nov-16,BLD-2016-16704,Moturata Road Waihola  Clutha,Moturata Road,Waihola,,2804466102,"$198,500.00 ",erect skyline dwelling and garage - install septic tank - install solid fuel heater - metro wee rad - f/s woodburner
75509,Otago,Clutha,11-Nov-16,BLD-2016-16725,926 Finlayson Road Waihola  Clutha,926 Finlayson Road,Waihola,,2804463003,"$160,000.00 ",erect dwelling - install solid fuel heater - yunca monte euro f/s woodburner - install septic tank
75512,Otago,Clutha,11-Nov-16,BLD-2016-16779,25 Burns Street Milton  Clutha,25 Burns Street,Milton,,2804566600,"$5,000.00 ",replace solid fuel heater with - yunca monte - f/s woodburner
75519,Christchurch,Timaru,11-Nov-16,00001075  2016,8A Coonoor Road Timaru 7910  Timaru,8A Coonoor Road,Timaru 7910,,LOT: 2 DP: 472048,"$250,000.00 ",erect dwelling & install tropicair duo wetback freestanding woodburner
75549,Christchurch,Christchurch,14-Nov-16,BCN/2016/7399,29 Stoddart Terrace Diamond Harbour  Christchurch,29 Stoddart Terrace,Diamond Harbour,,Lot 23 DP 324479,"$550,000.00 ",construction of dwelling with attached garage and installation of masport mackenzie r10000 freestanding dry woodburner cac 143970
75554,Christchurch,Christchurch,14-Nov-16,BCN/2016/6493,25 Ripon Street Lyttelton  Christchurch,25 Ripon Street,Lyttelton,,Pt Sec 142 Lyttelton Town,"$190,000.00 ",construction of a dwelling and installation of a metro eco wee rad (wetback) freestanding wetback woodburner cac102678
75560,Christchurch,Christchurch,14-Nov-16,BCN/2016/9332,1 Garnett Avenue Spreydon  Christchurch,1 Garnett Avenue,Spreydon,,Lot 10 DP 11073,"$8,000.00 ","alteration to dwelling - installation of harris ferva saturn, freestanding, dry, woodburner - cac 169888"
75561,Christchurch,Christchurch,14-Nov-16,BCN/2016/9372,25 Hargood Street Woolston  Christchurch,25 Hargood Street,Woolston,,Pt Lot 14 DP 9147,"$7,000.00 ","alteration to dwelling - installation of a woodsman ecr novo, freestanding dry woodburner cac153733"
75562,Christchurch,Christchurch,14-Nov-16,BCN/2016/8868,43 Penrith Avenue Somerfield  Christchurch,43 Penrith Avenue,Somerfield,,Lot 12 DP 11271,"$7,000.00 ",alteration to dwelling - installation of harris ferva saturn (uleb) freestanding dry woodburner - cac 169888
75563,Christchurch,Christchurch,14-Nov-16,BCN/2016/9330,24 Marshall Street Woolston  Christchurch,24 Marshall Street,Woolston,,Pt RS 64 Canterbury Dist,"$6,000.00 ","alteration to dwelling - installation of woodsman tarras mkiii, freestanding, dry, woodburner cac143492"
75571,Christchurch,Timaru,14-Nov-16,00001178  2016,4A Hunt Street Timaru 7910  Timaru,4A Hunt Street,Timaru 7910,,Lot: 2 DP: 21221,"$2,500.00 ",install metro eco extreme rad freestanding woodburner
75572,Christchurch,Timaru,14-Nov-16,00001180  2016,140 Otipua Road Timaru 7910  Timaru,140 Otipua Road,Timaru 7910,,PLT: 2 DP: 1908,"$2,500.00 ",install metro eco wee rad freestanding woodburner
75592,Otago,Dunedin,15-Nov-16,ABA-2016-1999,271 Middleton Road Dunedin   Dunedin,271 Middleton Road Dunedin,,,27380-35225,"$295,000.00 ","erect dwelling with attached garage, install masport altanta woodburner"
75610,Christchurch,Christchurch,15-Nov-16,BCN/2016/7696,28 Westview Place Huntsbury  Christchurch,28 Westview Place,Huntsbury,,Lot 3 DP 360883,"$250,000.00 ","construction of dwelling and installation of masport mystique, freestanding, dry, woodburner, cac165858"
75618,Christchurch,Christchurch,15-Nov-16,BCN/2016/9130,17 Law Lane Mt Pleasant  Christchurch,17 Law Lane,Mt Pleasant,,"Lots 11,15,16 DP 312633","$8,000.00 ","alteration to dwelling - installation of harris ferva saturn, freestanding dry woodburner cac169888"
75619,Christchurch,Christchurch,15-Nov-16,BCN/2016/9595,7 Nalder Place Bromley  Christchurch,7 Nalder Place,Bromley,,Lot 15 DP 18165,"$5,000.00 ","alteration to dwelling - installation of a woodsman totara, insert dry woodburner cac110220"
75620,Christchurch,Christchurch,15-Nov-16,BCN/2016/9632,4 Bronwyn Street Mairehau  Christchurch,4 Bronwyn Street,Mairehau,,Lot 83 DP 16952,"$5,000.00 ","alteration to dwelling - installation of a woodsman totara, insert dry woodburner cac110220"
75621,Christchurch,Christchurch,15-Nov-16,BCN/2016/9446,44 Bengal Drive Cashmere  Christchurch,44 Bengal Drive,Cashmere,,Pt Lot 49 DP 35651,"$4,500.00 ",alteration to dwelling - installation of woodsman ferva saturn uleb freestanding woodburner dry cac169888
75622,Christchurch,Christchurch,15-Nov-16,BCN/2016/9571,39 Southampton Street Sydenham  Christchurch,39 Southampton Street,Sydenham,,Pt Lot 25 DP 117,"$4,500.00 ","alteration to dwelling - installation of woodsman tarras mkiii, freestanding, dry, woodburner - cac 143492"
75632,Christchurch,Timaru,15-Nov-16,00001175  2016,41 St George Street Timaru 7910  Timaru,41 St George Street,Timaru 7910,,Lot: 4 DP: 12776,"$2,500.00 ",install woodsman tarras mkiii freestanding woodburner
75633,Christchurch,Timaru,15-Nov-16,00001167  2016,317 Wai-iti Road Timaru 7910  Timaru,317 Wai-iti Road,Timaru 7910,,LOT: 4 DP: 23127,"$2,500.00 ",install ferva saturn freestanding woodburner
75638,Christchurch,Waitaki,15-Nov-16,101.2016.00003593.001,221 Mcculloch Road Island Cliff                        9491  Waitaki,221 Mcculloch Road,Island Cliff                        9491,,Lot: 1 DP: 24076,"$5,800.00 ",installation of a firenzo kompact ag deco insert woodburner
75639,Christchurch,Waitaki,15-Nov-16,101.2016.00003592.001,Sutherland Road Omarama                             9412  Waitaki,Sutherland Road,Omarama                             9412,,Lot: 4 DP: 10670,"$2,500.00 ",installation of a free-standing woodsman ecr novo woodburner
75658,Otago,Clutha,16-Nov-16,BLD-2016-16768,140 Bells Bush Road Waihola  Clutha,140 Bells Bush Road,Waihola,,2804461911,"$38,000.00 ",erect garage/workshop with solid fuel heater - woodsman ecr novo - f/s woodburner
75664,Otago,Dunedin,16-Nov-16,ABA-2016-2197,130 Stornoway Street Karitane   Dunedin,130 Stornoway Street Karitane,,,26550-20600,"$5,000.00 ",install forno brage woodfired brick oven for cooking purposes in general store
75682,Christchurch,Christchurch,16-Nov-16,BCN/2016/6718,29 Huntsbury Avenue Huntsbury  Christchurch,29 Huntsbury Avenue,Huntsbury,,"Pt Lot 67 DP 5960, Lot 129 DP 7182","$45,000.00 ","additions and alterations to dwelling – addition to dining area, laundry, internal layout change and installation of woodsman brunner mkii, freestanding, dry, woodburner, cac-142896"
75683,Christchurch,Christchurch,16-Nov-16,BCN/2016/9621,22 St Lukes Street Woolston  Christchurch,22 St Lukes Street,Woolston,,Lot 18 DP 43076,"$7,900.00 ","alteration to dwelling - installation of tropicair duo uleb, freestanding, dry, woodburner - cac164316"
75684,Christchurch,Christchurch,16-Nov-16,BCN/2016/9629,2 Sewell Street North Linwood  Christchurch,2 Sewell Street,North Linwood,,Lot 15 DP 14983,"$5,000.00 ",alteration to dwelling - installation of woodsman totara inbuilt dry woodburner - cac 110220
75685,Christchurch,Christchurch,16-Nov-16,BCN/2016/9705,44 Riley Crescent Woolston  Christchurch,44 Riley Crescent,Woolston,,Lot 37 DP 15111,"$5,000.00 ","alteration to dwelling - installation of a woodsman totara, insert dry woodburner cac110220"
75686,Christchurch,Christchurch,16-Nov-16,BCN/2016/9627,10 Momorangi Crescent Redwood  Christchurch,10 Momorangi Crescent,Redwood,,Lot 88 DP 18887,"$5,000.00 ","alteration to dwelling -  installation of woodsman totara, inbuilt, dry, woodburner - cac 110220"
75687,Christchurch,Christchurch,16-Nov-16,BCN/2016/9634,24 Onawe Place Shirley  Christchurch,24 Onawe Place,Shirley,,Lot 534 DP 21009,"$5,000.00 ","alteration to dwelling - installation of woodsman totara, insert, dry, woodburner, cac 110220"
75688,Christchurch,Christchurch,16-Nov-16,BCN/2016/9549,52 Donnington Street Queenspark  Christchurch,52 Donnington Street,Queenspark,,Lot 35 DP 53592,"$4,000.00 ","alteration to dwelling - installation of masport r5000, freestanding dry woodburner, cac131295"
75689,Christchurch,Christchurch,16-Nov-16,BCN/2016/7686,30 Mauger Drive Heathcote  Christchurch,30 Mauger Drive,Heathcote,,"Lots 39,40 DP 41355","$2,000.00 ","alteration to dwelling - installation of woodsman brunner mkii, freestanding, dry, woodburner, cac142896."
75693,Christchurch,Timaru,16-Nov-16,00001162  2016,13-15 Cascade Place Geraldine 7930  Timaru,13-15 Cascade Place,Geraldine 7930,,Lot: 7 DP: 335756,"$459,000.00 ",erect dwelling with attached garage & install woodsman tarras mkiiifreestanding woodburner
75698,Christchurch,Timaru,16-Nov-16,00001286  2016,33 Balmoral Street Timaru 7910  Timaru,33 Balmoral Street,Timaru 7910,,LOT: 29 DP: 28065,"$5,000.00 ",install masport mackenzie r10000 freestanding woodburner
75700,Christchurch,Timaru,16-Nov-16,00001181  2016,115 Domain Avenue Temuka 7920  Timaru,115 Domain Avenue,Temuka 7920,,LOT: 3 DP: 20619,"$2,500.00 ",install woodsman tarras mkii freestanding woodburner
75701,Christchurch,Timaru,16-Nov-16,00001185  2016,24 The Avenue Pareora 7912  Timaru,24 The Avenue,Pareora 7912,,Lot: 2 DP: 26637,"$2,500.00 ",install pyroclassic iv freestanding woodburner
75707,Christchurch,Waitaki,16-Nov-16,101.2016.00003594.001,32 Waiareka Valley Road Totara                              9491  Waitaki,32 Waiareka Valley Road,Totara                              9491,,Lot: 3 DP: 22167,"$5,000.00 ",installation of a free-standing masport r1500p woodburner
75725,Otago,Dunedin,17-Nov-16,ABA-2016-2184,31 Mornington Road Dunedin   Dunedin,31 Mornington Road Dunedin,,,27080-26500,"$4,500.00 ",install woodsman brunner woodburner into dwelling
75735,Christchurch,Christchurch,17-Nov-16,BCN/2016/7792,102 Kidson Terrace Cashmere  Christchurch,102 Kidson Terrace,Cashmere,,Lot 1 DP 25132,"$500,000.00 ","addition and alteration to dwelling - internal layout change, addition of attached garage, convert detached garage to gym, replace roof cladding, and installation of masport mystique freestanding dry wood burner cac165858"
75739,Christchurch,Christchurch,17-Nov-16,BCN/2016/8034,97 Allandale Lane Governors Bay  Christchurch,97 Allandale Lane,Governors Bay,,Lot 3 DP 380509,"$336,000.00 ","construction of a dwelling with detached garage and installation of a woodsman flare-box, freestanding, woodburner, wet, cac 135021"
75749,Christchurch,Christchurch,17-Nov-16,BCN/2016/9754,53 Basingstoke Street Wainoni  Christchurch,53 Basingstoke Street,Wainoni,,Lot 270 DP 22292,"$5,000.00 ","alteration to dwelling - installation of a woodsman totara, insert dry woodburner cac110220"
75750,Christchurch,Christchurch,17-Nov-16,BCN/2016/9697,173 Quinns Road Shirley  Christchurch,173 Quinns Road,Shirley,,Lot 585 DP 21010,"$5,000.00 ","alteration to dwelling - installation of a woodsman totara, insert dry woodburner cac110220"
75751,Christchurch,Christchurch,17-Nov-16,BCN/2016/9699,36 Paddington Street Northcote  Christchurch,36 Paddington Street,Northcote,,Lot 218 DP 19274,"$5,000.00 ","alteration to dwelling - installation of a woodsman totara, insert dry woodburner cac110220"
75752,Christchurch,Christchurch,17-Nov-16,BCN/2016/9703,74 Baynes Street Burwood  Christchurch,74 Baynes Street,Burwood,,Lot 39 DP 16506,"$5,000.00 ","alteration to dwelling - installation of a woodsman totara, insert dry woodburner cac110220"
75753,Christchurch,Christchurch,17-Nov-16,BCN/2016/9700,8 Morley Street Bryndwr  Christchurch,8 Morley Street,Bryndwr,,Lot 40 DP 20995,"$5,000.00 ","alteration to dwelling -  installation of woodsman totara,  inbuilt, dry, woodburner -  cac110220"
75754,Christchurch,Christchurch,17-Nov-16,BCN/2016/9743,37 Skipton Street Shirley  Christchurch,37 Skipton Street,Shirley,,Lot 455 DP 16155,"$5,000.00 ","alteration to dwelling - installation of a woodsman totara, insert dry woodburner cac110220"
75755,Christchurch,Christchurch,17-Nov-16,BCN/2016/9755,1/14 Factory Road Belfast  Christchurch,1/14 Factory Road,Belfast,,Flat 1 DP 60914 on Lot 2 DP 60094 having share in 970 m2,"$5,000.00 ","alteration to dwelling - installation of a woodsman totara, insert dry woodburner cac110220"
75762,Christchurch,Christchurch,17-Nov-16,BCN/2015/3539/A,60 Chancellor Street Richmond  Christchurch,60 Chancellor Street,Richmond,,Pt Lot 1 DP 5631,$100.00 ,"amendment 1 – raised pathway to main entrance and service entry ways and change to stormwater pipework outfall. installation of tropicair duo free-standing, wet, woodburner cac# 165314"
75765,Christchurch,Timaru,17-Nov-16,00001195  2016,24 Dobson Street Timaru 7910  Timaru,24 Dobson Street,Timaru 7910,,Lot: 26 DP: 70191,"$5,000.00 ",install masport hestia 2 freestanding woodburner
75766,Christchurch,Timaru,17-Nov-16,00001206  2016,13A Hertford Street Timaru 7910  Timaru,13A Hertford Street,Timaru 7910,,LOT: 58 DP: 263,"$5,000.00 ",install jayline ss300 freestanding woodburner
75772,Christchurch,Waimakariri,17-Nov-16,BC161420,80 Mandalea Road Swannanoa  Waimakariri,80 Mandalea Road,Swannanoa,,LOT 4 DP 56038 PREVIOUSLY ASSESSED AT 1710/37,$194.00 ,masport freestanding log burner
75802,Christchurch,Christchurch,18-Nov-16,BCN/2016/9635,24 Britannia Street North New Brighton  Christchurch,24 Britannia Street,North New Brighton,,Lot 6 DP 17168,"$5,000.00 ",alteration to dwelling - installation of woodsman totara dry insert woodburner - cac110220
